gene	Mel202.D28A	Mel202.D28B	Mel202.D28C
ABCA3	0.583668143874722	0.587890830525526	0.474573283966512
ABCB1	0.713308739164305	0.678919136153586	0.456061548223019
ABCC3	0.486641745203056	0.437416952472822	0.532551959321092
ABCG2	0.572650230945194	0.596156934145714	0.710267061933532
ABL1	0.732545902791152	0.633405502237068	0.656394198255865
ABL2	0.307330527336955	0.369226373600399	0.383535028006624
ABT1	-1.36395522090493	-1.12695120265078	-0.728499898396404
ABTB2	0.440519224178995	0.427300847059475	0.462919309636407
ACACA	-0.10152191285927	0.370925188267162	0.0382834706949261
ACACB	0.541684860653245	0.448013108068863	0.230801644079923
ACTL6A	-1.62282711104252	-1.06873747282725	-1.48157804110957
ACTL6B	0.148219482317727	0.0506313894029135	0.235039576690379
ACTL7A	0.451252034102838	0.641355674407488	0.47202509715147
ADAM19	0.720289097192015	0.302313483030536	0.601544881704823
ADAP1	0.148655213731588	0.204570138217752	0.173764137275666
ADAP2	0.698305554484986	0.761778518225666	0.365235699606702
ADARB1	0.752978019997591	0.637171287987637	1.02997608150072
ADARB2	0.606989160249004	0.703739232382968	0.791842522587346
ADGRG7	0.848663828929353	0.425240597286478	0.303914669643878
ADM	0.677087337270027	0.56426809406806	0.424237062491526
ADSS	0.0470031673455176	-0.218765702277172	0.231901060000329
ADSSL1	0.311955002941848	0.365740626385085	0.183602875217568
AFG3L2	-2.3715232026696	-1.6980390524332	-1.76861883169154
AHCYL1	-0.115931742443301	-0.271904832135276	-0.240987330941438
AHCYL2	0.446522920192838	0.391967086065766	0.354784537728454
AIPL1	0.474477910704478	0.85520133470561	0.576191609543909
AKAP11	0.47591118605076	0.50977563035661	0.530554238118162
AKIRIN1	0.0128115969474492	0.207461653196398	0.18373987142985
AKIRIN2	-0.984053613560996	-0.599201512015902	-0.932414278876797
ALAS1	-0.505677043987752	-0.312717505077606	-0.502807224542959
ALAS2	0.668046677080988	0.480895259203706	0.613794790291042
ALDOA	-3.56096256375503	-2.86373207335284	-3.1371955722075
ALDOC	0.178945304054011	0.234507787090223	0.215532861093463
ALG14	-0.77229246877961	-0.364825447828557	-0.633454277318755
AMELX	0.836397308666802	0.913116161343858	0.867834138538761
ANAPC4	-1.17399826716598	-0.807187226385863	-0.957912478903527
ANKRD10	0.164176808184163	0.131973935245774	0.427842696616795
ANKRD37	0.617211935972477	0.574491651411506	0.743272013548413
ANXA1	0.659221160627348	0.728321532063047	0.549265684379865
AOX1	0.391122937393773	0.534957026855191	0.448466219363877
AP1G1	0.200045429290088	0.176041556682722	0.0464584331150037
AP1G2	0.0801587432125526	-0.0299954653052548	-0.116191253495264
AP2A1	-1.27125577929657	-0.820488642780991	-1.19949916564888
AP2A2	0.213171787626202	0.233261613475805	0.405378510532575
AP3M1	0.7857443395696	0.78139713440113	0.507469286652917
AP5M1	0.406953594980909	0.63158143876825	0.684270435346301
APH1A	-1.28878007706286	-0.854217791806251	-0.992559709924117
APH1B	0.484447376951763	0.722616954907836	0.566273162907251
APOBEC1	0.705935685680569	0.607149025856813	0.503785696621864
APOBEC3C	0.496905481375837	0.514150443761307	0.732030228715143
AQP8	0.916024291034982	0.684150046586704	0.819247773110596
ARFGEF1	0.166838121552217	0.342687585525713	0.487779440553792
ARFGEF2	0.687809808090288	0.482774827213682	0.549845891246976
ARFIP1	0.724648051606591	0.641291792026536	0.605024700570885
ARFIP2	0.746959850793122	0.474148981973956	0.475196954642569
ARHGEF3	0.71232687090027	0.657115114291888	0.521093982896228
ARHGEF6	0.847252964999879	0.927219795578229	0.878215949748125
ARHGEF7	0.514537877386515	0.448475491421082	0.616199359476803
ARID1A	-1.08017765799173	-0.814443855273201	-0.592634130698508
ARID1B	0.14815904520873	0.193062933236133	0.217211012064836
ARID4A	0.533376779140185	0.56060608054416	0.561402300717851
ARPC5	0.192003203748992	0.273970469828607	0.194629978627774
ARPC5L	-0.238902107536192	-0.0326932999858461	-0.402115903224975
ARSJ	0.741730651019078	0.577420480781703	0.492159562260964
ASCL1	0.405399068632085	0.425592283779938	0.283765122829885
ASF1A	0.202182809319591	0.369270618157479	0.395837271020162
ASF1B	0.0391515754605065	0.234528798617875	0.0270094227224002
ATAD2	0.0443418853926742	-0.0453268283813084	-0.074634266142366
ATAD2B	0.752362863957734	0.757346710387626	0.693519228965148
ATM	0.876455588108857	1.00041012744257	1.15043617931277
ATOH1	0.783618768901756	0.757145839586749	0.455117052245755
ATP5F1A	-2.55142899292155	-2.03313057537069	-1.97500288014806
ATP5F1B	-2.97230893297509	-2.70595790647291	-2.53629232151203
ATP5F1D	-1.94055115965825	-1.85929911122858	-1.65132596261268
ATP5PB	-1.34174655037636	-0.96369652186601	-0.952638066600715
ATP6V1B1	0.579820100503902	0.660769958998984	0.402348494091806
ATP6V1B2	-2.16938077020607	-1.86713450451083	-1.96355396198111
ATP6V1C1	-1.80183674825299	-1.135143255355	-1.13668399106152
ATP6V1C2	0.485375688158877	0.409321849361524	0.466928665912175
ATP6V1D	-1.74527633120079	-1.33840549791634	-1.12752084283889
ATP6V1E1	-1.27561734335098	-0.817531555603998	-1.10108655801997
ATP6V1E2	0.498900509312614	0.64203587518945	0.519220555684498
ATP7A	0.594672813158936	0.881650954287528	0.568578783133577
ATP7B	0.675146178932473	0.596243898349047	0.585132275345809
ATP8B3	0.351428163656778	0.420983619574192	0.250618086698512
ATR	-1.3699647945472	-1.16597088624754	-0.799419367195293
AXL	0.676815300453272	0.612432434438383	0.573458805053083
BAP1	-1.69521603865298	-1.79305974721261	-1.34538305112001
BARHL1	0.58949121248802	0.674100055398137	0.364822183280913
BATF3	0.375226670457718	0.428091597782003	0.307029343391368
BCAP31	0.163116962062756	0.157952643780506	0.381660943903275
BECN1	-0.612464440019	-0.117511550667327	-0.188466510135809
BECN2	0.531137192928383	0.598247693065815	0.451018815191261
BICD1	0.391640587991268	0.35858188048745	0.442928512725155
BICD2	0.310031364789333	0.34717886528401	0.26660085145022
BRD8	-0.459402017701539	-0.429151908192666	-0.46594999083139
BRSK1	0.40073808397167	0.57395969230017	0.620139602823064
BRSK2	1.00926369306928	0.705364944871072	0.71595741152591
BTBD11	0.211478476717922	0.283448435591258	0.282176789920155
BTG1	0.255421032313031	0.0426694115117741	0.207764373372437
BUB1B	-0.852352389216815	-1.01556522353002	-1.10923064271023
BUB3	-4.21272858032491	-2.80845913318255	-3.79460284821482
BZW1	0.598101716837746	0.268988237045251	0.410619974367088
BZW2	-0.350452114540537	-0.246651458974081	-0.370124308969709
CAB39	0.314938501134148	0.0470116970282313	0.397628302752359
CAB39L	0.562532770395541	0.741451269078414	0.260852334128134
CABP5	0.306190005306568	0.182798708567802	0.448441609436047
CADPS	0.665555216759275	0.501710292481163	0.581409567043395
CADPS2	0.436031819914067	0.440765486333158	0.35207451339538
CALY	0.491077302452031	0.388544830528853	0.467693561249931
CAND1	0.296840003317679	0.0653395783727418	0.249392148938769
CAND2	0.381548805663686	0.385127988476959	0.273375068174391
CAP1	-0.200695323552758	-0.164908456639967	-0.165343504826804
CAP2	0.317402657692328	0.027181003913463	0.374144699593827
CAPN2	0.205630497742916	0.150033191339131	0.229677795908128
CASP4	0.494944064939921	0.498131090677879	0.334021942652745
CAT	0.640741442963778	0.582788670783208	0.602946621364075
CAV1	0.585483578151165	0.398953201604207	0.461890381526686
CAVIN1	0.585933259592018	0.37908057225682	0.50106817989885
CBLL1	-0.0234739820445141	0.146396546530022	-0.0466867540851246
CBLL2	0.744524614090015	0.837085773469294	0.888772677000462
CCDC69	0.718257793403359	0.642614788558549	0.563139274926924
CCND1	-2.92933910448706	-2.85119527095851	-3.08424307035138
CCND3	-0.396683596933209	-0.037649269299907	-0.124237627335011
CCNE1	0.59580726522688	0.600809325876683	0.596792594035793
CCNE2	-0.0733146673149769	0.0210299549181775	0.138284400434883
CCNL1	-1.15694435334204	-1.02135860277645	-0.779296293825353
CCNL2	0.33792601707608	0.469427036541328	0.419529681564132
CCNT1	0.123730310124666	0.346035713382706	0.0654307673499117
CCNT2	0.31637606385245	0.331724715227389	0.398642302813753
CCT6A	-2.658756693571	-2.26297654519581	-2.42491333110006
CCT6B	0.349506006209898	0.183474844833796	0.0318675740459283
CD163L1	0.820421296684955	0.713625930063916	0.625105260835622
CD44	0.384020232079962	0.711116851017952	0.576276391551373
CD72	0.62521703439938	0.615486211553395	0.634204833947406
CDC34	0.200791534491646	0.308540390989892	0.438021249441852
CDIPT	-3.5637765323827	-3.063583684681	-2.839549695912
CDK16	0.954360813710859	0.709894818658026	0.81068441015851
CDK17	0.332845096648207	0.203496564221359	0.284992993346612
CDK19	0.557396346901435	0.530950218222845	0.445465194561172
CDK2	-1.07286235287137	-0.686471579821088	-0.939294682536485
CDK5R1	0.345356371811391	-0.0414512383650293	0.218881588476109
CDK5R2	0.417430301973604	0.428193603857217	0.326174297446181
CDK7	-2.39796486659958	-2.00725819824636	-2.25257997878465
CDK8	-0.369978574987995	0.0136618307609541	-0.220854260273834
CDNF	0.498675231479852	0.831234386483496	0.611980873261069
CDS1	0.529641386801732	0.575391109097653	0.683964421537033
CDS2	-2.13122825692114	-1.89184519198893	-2.00929806590037
CEACAM1	0.310449122653445	0.308984495238152	0.302821111862498
CELA2A	0.219369033991577	0.0369411022707627	0.199291876312398
CFL1	-1.11057419245559	-0.742839617672663	-0.63160656255287
CHM	0.839825298966143	0.678236714787554	0.912962399511667
