gene	Mel270.D28A	Mel270.D28B	Mel270.D28C	Mel270.D35A	Mel270.D35B	Mel270.D35C
ABCA3	-0.215870894202149	-0.322598324195684	-0.191127556316636	-0.255643057863989	-0.321433772989841	-0.213663999761094
ABCB1	-0.32712942404308	-0.273960920406807	-0.192061986349189	-0.369202458361356	-0.325899858031097	-0.187414406535599
ABCC3	-0.284052137416752	-0.337063840203213	-0.247787989759742	-0.297662041813898	-0.276155253414526	-0.305465240120385
ABCG2	-0.198741737997463	-0.201622549950421	-0.147251936025084	-0.208253520007955	-0.19340000305077	-0.130636767075505
ABL1	-0.170547495852804	-0.140203463605793	-0.118393886506721	-0.19297586717924	-0.160219408108117	-0.102885941298642
ABL2	-0.176229572654246	-0.15830235399977	-0.150666703102271	-0.222622524455697	-0.106692300107649	-0.190605525807873
ABT1	-1.07686499169656	-0.971022213531996	-0.956713043307856	-1.15120318295588	-1.07613252823378	-1.08145830787909
ABTB2	-0.211793645424826	-0.115851543606073	-0.288714499428384	-0.29017165653031	-0.107954427066801	-0.308889041101086
ACACA	-0.465220942517179	-0.447757056279581	-0.505300858809753	-0.495970012823532	-0.538583750466907	-0.51250898451092
ACACB	-0.164005348136214	-0.233331068244642	-0.166794599810568	-0.185589290752872	-0.257961165867655	-0.203441074094894
ACTL6A	-1.66843258053425	-1.5393563427497	-1.61317527554092	-1.55347000643358	-1.78405778921983	-1.6662653212113
ACTL6B	-0.302882099570837	-0.400568702359005	-0.364113722351579	-0.275948276408623	-0.400364628947643	-0.429590091310295
ACTL7A	-0.192446690170606	-0.174696527922759	-0.229438652694541	-0.215356906346414	-0.212207115169899	-0.257105635594694
ADAM19	-0.261119731249919	-0.175980088315016	-0.251704749341315	-0.307040733591704	-0.262574208148255	-0.252153730816051
ADAP1	-0.267176028665784	-0.289113808692602	-0.379161963896404	-0.231385779298285	-0.340503383663262	-0.406617589622268
ADAP2	-0.319627814823494	-0.213232709931453	-0.160501999503447	-0.287358138224318	-0.218115330444392	-0.14753657057469
ADARB1	-0.139710796434084	-0.172578618544217	-0.0725451893762365	-0.166352250575947	-0.145205956165302	-0.143818847780608
ADARB2	-0.182703287638033	-0.287335924996994	-0.0441393058224133	-0.204478964568803	-0.261250530871438	-0.0700686639795026
ADGRG7	-0.110261339603077	-0.283433312673461	-0.115376361132332	-0.126600779702306	-0.345954553224471	-0.125148473236861
ADM	-0.195510006011398	-0.12504919448239	-0.215947594341513	-0.218152354293842	-0.190105072094219	-0.229050615519554
ADSS	-1.13857636327321	-1.03986655034116	-1.20195158754607	-1.25465215076722	-1.08387558775577	-1.41117369421048
ADSSL1	-0.273723755399012	-0.28542566218754	-0.28911955578433	-0.302708821250343	-0.309063802012266	-0.374763219292533
AFG3L2	-1.11545283378296	-0.828010996674946	-1.04134647249418	-1.26287150535007	-0.748620888266672	-1.07272146854185
AHCYL1	-0.658211699920042	-0.83917572347741	-0.702280662968746	-0.787950668034566	-0.934805544703911	-0.879788686369156
AHCYL2	-0.380763465393729	-0.331839072105933	-0.376010450164641	-0.460606692519722	-0.349464512589853	-0.431642243642221
AIPL1	-0.224647451564128	-0.145164388172264	-0.214760509384716	-0.220198845606495	-0.169115147534672	-0.321298255978208
AKAP11	-0.231755274025601	-0.113581870433818	-0.175978054150251	-0.300593358451619	-0.107416389454201	-0.221580976077841
AKIRIN1	-0.45641681388258	-0.384091543794591	-0.327722538422877	-0.495633026635694	-0.458491418170785	-0.368917797640049
AKIRIN2	-1.31381527766348	-1.1067378456446	-1.56411420751949	-1.30274341218072	-1.11720027243361	-1.69811924709384
ALAS1	-0.137388965575612	-0.181990181381021	-0.146626368824763	-0.11494423614973	-0.156374098193154	-0.158940991053902
ALAS2	-0.16970592599053	-0.184758385735291	-0.0597237597690969	-0.181036206079848	-0.191657577669477	-0.104495389007232
ALDOA	-1.81873799390145	-1.42838691147587	-2.01998833370998	-1.8497579280203	-1.43948876240079	-2.21137493231091
ALDOC	-0.392228990749886	-0.495472759159971	-0.366705478661822	-0.468539594145905	-0.514439485146063	-0.413027500582543
