gene	X921.D28A	X921.D28B	X921.D28C	X921.D42A	X921.D42B	X921.D42C
ABCA3	0.497612699065035	0.327335334016805	0.523299463729444	0.565663985495279	0.325891849528187	0.662563366475681
ABCB1	1.03854947279203	1.13452150572434	0.813435104762631	1.26220049186831	1.05190072292414	0.942295082804671
ABCC3	0.406183748095229	0.344297479829841	0.37799097879275	0.307442712429518	0.50643886005183	0.0462009597855215
ABCG2	0.885551014508275	0.593522202634259	0.87036826771484	0.726470370303705	0.428120720419393	1.18939527155033
ABL1	0.725483187794719	0.576637711738856	0.701328351063395	0.68076949593653	0.506225510620746	0.758718252448326
ABL2	0.0272582995967362	0.112073966721698	0.0667820214628224	-0.507341571278605	0.273293567351045	0.0565629331541772
ABT1	-0.439735381824562	-0.348428539567477	-0.581376529448543	-0.900612647995914	-0.863132680699076	-0.933549233948081
ABTB2	0.331578781382149	0.31052023107004	-0.225471816127211	0.110361155232027	0.505531940826379	-0.107514888495829
ACACA	0.0434185202852007	0.433106004370057	0.416519125115585	0.370531433244253	0.831898894278596	0.667517152086768
ACACB	0.684603308112715	0.737256270062695	0.490768141820708	0.513279472985315	0.900243567097888	0.442979120849987
ACTL6A	-0.39478289500515	-0.43133510740992	-0.212678127421181	-0.393230155888575	-1.0374555598994	-0.940698631154559
ACTL6B	0.194524239157945	0.388543713867961	-0.0169908938654929	-0.0891390668483793	0.486336343450982	-0.273731858130338
ACTL7A	0.145367611032646	0.0368609240086848	-0.257224358718116	0.732358549411631	-0.160423752988522	-0.618430169783789
ADAM19	0.573455943539553	0.717203399654333	0.66733073900825	0.445566045839571	0.419481466642427	0.678237708756095
ADAP1	0.171719532799129	0.0944141645953272	0.0247415377264722	-0.170767209973247	-0.173054301809332	0.122788155448699
ADAP2	0.381452689988755	0.393983547240062	0.398986034422968	0.17423676702841	0.257883821188746	-0.0782087202639727
ADARB1	0.83608629733934	0.827624678163923	0.751303853979451	0.729161170159087	0.566411734165657	0.649515013194472
ADARB2	0.543541939285947	0.544373195590299	0.534900989389595	0.832136567677087	0.813677139404133	0.41888027640278
ADGRG7	0.524914419424814	0.328876914900882	0.493167564019265	0.0319276592875447	0.0186761230435363	0.253055247279175
ADM	-0.196352233262225	0.0321758369359437	0.0627941052613956	-0.645335588498939	0.0237382025810509	0.265267279190565
ADSS	0.587194754214629	0.511390778646876	0.451998962082656	0.358385799471985	0.157625585047725	0.446609232843134
ADSSL1	0.288764281082102	0.412612230068161	0.34563182838178	-0.122980797212144	0.686676301296163	0.426423969792685
AFG3L2	0.206734184785776	-0.207383926265324	0.24494878576917	-0.0284711106317817	-0.741465159752243	0.322887776606454
AHCYL1	-0.362881080378036	-0.0917864108741182	-0.182137927748545	-0.255931496844188	-0.341331537337443	-0.763814707641578
AHCYL2	0.83992170406303	0.895953107990125	0.718407144749699	0.754216269532753	1.06679670118404	1.11989409571682
AIPL1	0.619959307048682	0.851500965187418	0.561102035647437	0.452120867950544	1.06155980012862	0.428016559636538
AKAP11	0.132365202969012	0.283920275877493	0.376248868089589	-0.0414752477402123	0.217821958880057	0.526106866805424
AKIRIN1	0.333071288777225	0.111744923936037	-0.344702829323342	-0.150531173841317	0.0420412250277199	-0.640682886838453
AKIRIN2	-0.210174592187624	-0.310619097517085	-0.195600363521661	-0.891133315716945	-0.563171229460084	0.0897273662556494
ALAS1	0.859897039443537	0.794853323212554	0.824529306430549	0.973886508103157	0.754559631353576	0.967364219176324
ALAS2	0.851445684425689	0.486651387090414	0.603345305790367	0.71632067368783	0.567525518333217	0.543040102885587
ALDOA	-0.561974135747185	-1.20223199481099	-0.522635426914257	-1.37644236999396	-1.60972564047869	-0.358857618519005
ALDOC	0.123804132538536	0.416227917102476	0.113061700742102	-0.0828514264625293	0.43807246834336	-0.108371477165913
ALG14	0.771904176561294	0.624863148955412	0.804016289325025	0.727780062416864	0.376222157343633	0.315735588769572
AMELX	0.701690613098103	0.913766234414518	0.885949445882616	0.638466080326527	0.833353626066013	0.855527826602714
ANAPC4	0.36854998875072	0.258761525153493	0.394128598352794	0.123233982098783	0.25132901769458	-0.0642318754123999
ANKRD10	0.162564359530558	0.382179609033607	0.293933332678162	-0.193576225054277	0.565403307564033	0.415362776787973
