gene	MP41.D28A	MP41.D28B	MP41.D28C	MP41.D32A	MP41.D32B	MP41.D32C
ABCA3	-0.21828763380597	-0.275310305692234	-0.239823375362976	-0.228726523496259	-0.260799815626852	-0.234589592302546
ABCB1	-0.149981213838208	-0.22671987587163	-0.267776241896414	-0.133138544187325	-0.178818204995083	-0.257740991863746
ABCC3	-0.337230221055676	-0.337433608034133	-0.35834964775614	-0.315737533142743	-0.345155842274458	-0.356619047032056
ABCG2	-0.167023180148062	-0.212400989615352	-0.224747053897302	-0.158760751241319	-0.184526661639181	-0.201385461748044
ABL1	-0.175392276894701	-0.183731799231316	-0.202034404977482	-0.181268329947294	-0.161662854306347	-0.152075440327505
ABL2	-0.274252881222624	-0.22534038564275	-0.257978243861366	-0.315220272762484	-0.254361381256126	-0.339948130710791
ABT1	-0.649423231271686	-0.746325809375461	-0.785652795577357	-0.591834153750933	-0.689439132805857	-0.79804287698619
ABTB2	-0.193187275254047	-0.236035525863467	-0.12779149467309	-0.192927387744859	-0.205256988084912	-0.112822419198215
ACACA	-0.568237096047171	-0.613079813778873	-0.645308434409919	-0.759362029393783	-0.614073990787869	-0.832731891621291
ACACB	-0.17320459565449	-0.193308552694761	-0.205984373552181	-0.174195504431261	-0.179186756835857	-0.179021260210967
ACTL6A	-1.10479948337278	-1.41117928467523	-1.37062086878245	-1.13878517395084	-1.3477833817699	-1.49280046704353
ACTL6B	-0.264551623599877	-0.362136982184417	-0.271413178439846	-0.280152872301805	-0.290130976678421	-0.279890952480905
ACTL7A	-0.28546024174366	-0.239415985398803	-0.202599280817931	-0.258391630160609	-0.285088684319306	-0.181586274945862
ADAM19	-0.226744296551042	-0.2332530626726	-0.317178218531779	-0.240134038853874	-0.254328731472984	-0.33701345831799
ADAP1	-0.258074083610033	-0.262690738312543	-0.286853870807037	-0.374410368600334	-0.277887419702238	-0.289741136054687
ADAP2	-0.431050950112087	-0.283366705748973	-0.355876839922634	-0.316992310496115	-0.244351085802429	-0.411736030289018
ADARB1	-0.201562056481965	-0.127344074158862	-0.156788504786932	-0.18996102589898	-0.135563925904644	-0.0862257561173882
ADARB2	-0.172547715134622	-0.260682143481454	-0.173959758790396	-0.209627308250672	-0.279855537989428	-0.222349793503979
ADGRG7	-0.367033733339425	-0.290498562537423	-0.325560820515172	-0.44515256104742	-0.27746541259803	-0.297903672548574
ADM	-0.197135324794286	-0.171438214081098	-0.286995083386595	-0.269227827213987	-0.204843301416772	-0.254042425423942
ADSS	-0.242408333595828	-0.231309168889409	-0.345483389206962	-0.263709463750336	-0.212532521035828	-0.387047643843416
ADSSL1	-0.419998989088039	-0.291488499913463	-0.3481962410839	-0.474046837713558	-0.295929567328436	-0.32547261315167
AFG3L2	-0.896360405680655	-0.938778621676375	-0.958820489454393	-0.974254074579021	-1.00220416232142	-1.07759225574448
AHCYL1	-0.704526916435653	-0.683228028406978	-0.722859338582292	-0.773601462844229	-0.736314548784092	-0.722439568864663
AHCYL2	-0.286414790817463	-0.225956565556344	-0.213891372326256	-0.252073989611071	-0.315392041528465	-0.212286591246041
AIPL1	-0.19561979971412	-0.187503299399663	-0.147034401906697	-0.308985545505229	-0.167877696991725	-0.0899799304938837
