id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
MYC	8	4.1612e-09	4.6703e-06	0.00099	1	8	-0.95715	1.0	1.0	0.999995	1060	0	-0.95715
RRM1	8	1.7467e-07	4.6703e-06	0.00099	2	8	-1.2476	0.99998	0.99997	0.999995	1056	0	-1.2476
E2F3	3	6.4733e-07	4.6703e-06	0.00099	3	3	-1.3105	1.0	1.0	0.999995	1059	0	-1.3105
NAE1	8	6.8778e-07	4.6703e-06	0.00099	4	7	-0.63555	0.86357	0.86301	0.999995	860	0	-0.63555
RRM2	4	7.1805e-07	4.6703e-06	0.00099	5	2	-1.03	0.74567	0.74534	0.999995	746	0	-1.03
CCND1	4	2.748e-06	1.4011e-05	0.001856	6	4	-1.341	1.0	1.0	0.999995	1058	0	-1.341
BUB3	4	2.7834e-06	1.4011e-05	0.001856	7	4	-1.1776	0.99994	0.99995	0.999995	1050	0	-1.1776
ALDOA	4	3.7416e-06	1.4011e-05	0.001856	8	4	-1.3916	0.99439	0.99465	0.999995	1012	0	-1.3916
RPP21	4	7.8555e-06	2.3351e-05	0.00275	9	4	-1.3551	0.99999	1.0	0.999995	1057	0	-1.3551
PRPF8	4	2.7005e-05	7.9395e-05	0.007651	10	4	-1.0412	0.99997	0.99998	0.999995	1055	0	-1.0412
POLR2L	4	2.9507e-05	7.9395e-05	0.007651	11	4	-1.755	0.99997	0.99998	0.999995	1054	0	-1.755
PDCD6IP	4	3.8064e-05	0.00010742	0.009488	12	4	-0.93302	0.99996	0.99996	0.999995	1053	0	-0.93302
COPA	4	4.2251e-05	0.00011676	0.00952	13	4	-1.1676	0.99996	0.99996	0.999995	1052	0	-1.1676
NKAP	4	4.5738e-05	0.0001261	0.009547	14	4	-0.93354	0.99995	0.99996	0.999995	1051	0	-0.93354
MTG2	4	5.9864e-05	0.00015412	0.010891	15	4	-0.81345	0.99988	0.99987	0.999995	1046	0	-0.81345
CHORDC1	3	7.0995e-05	0.00020082	0.013304	16	3	-1.1728	0.99993	0.99992	0.999995	1049	0	-1.1728
SF3B3	4	8.1194e-05	0.00027555	0.017181	17	4	-1.074	0.99992	0.99991	0.999995	1048	0	-1.074
ATP6V1B2	4	0.00012083	0.00048104	0.028328	18	4	-0.84425	0.99988	0.99987	0.999995	1047	0	-0.84425
PAF1	4	0.00015094	0.00063049	0.030828	19	4	-0.62437	0.99985	0.99986	0.999995	1045	0	-0.62437
FZR1	4	0.00015475	0.00063983	0.030828	20	4	-0.58921	0.99985	0.99986	0.999995	1044	0	-0.58921
SF3A1	4	0.00015666	0.00063983	0.030828	21	3	-1.0858	0.3439	0.34345	0.642071	253	0	-1.0858
NAA10	4	0.00017487	0.00077994	0.035945	22	4	-0.77814	0.99983	0.99985	0.999995	1043	0	-0.77814
INTS6	3	0.00019295	0.00059313	0.030828	23	3	-1.6424	0.99981	0.99982	0.999995	1042	0	-1.6424
TOMM22	4	0.00020152	0.00089202	0.039398	24	4	-0.73784	0.9998	0.99983	0.999995	1041	0	-0.73784
CLTC	4	0.0002677	0.0011629	0.049307	25	4	-0.62991	0.99973	0.99975	0.999995	1040	0	-0.62991
ASF1B	8	0.00026825	0.0017233	0.062991	26	7	-0.60622	0.56953	0.5698	0.999995	583	0	-0.60622
CDIPT	4	0.00030336	0.001275	0.05198	27	3	-0.75919	0.3439	0.34345	0.642071	410	0	-0.75919
SF3B1	4	0.00034913	0.0014338	0.056289	28	3	-0.88122	0.79116	0.79153	0.999995	793	0	-0.88122
HSCB	4	0.00040507	0.0016766	0.062991	29	3	-1.1291	0.97437	0.9746	0.999995	976	0	-1.1291
RPRD1B	4	0.00044466	0.0018167	0.064056	30	4	-0.62843	0.99956	0.99958	0.999995	1038	0	-0.62843
TIMM10	4	0.00047359	0.0019288	0.064056	31	4	-0.82886	0.99953	0.99956	0.999995	1037	0	-0.82886
HUS1	4	0.00047961	0.0019568	0.064056	32	3	-0.94302	0.97826	0.97849	0.999995	980	0	-0.94302
TOP2A	4	0.00048858	0.0019942	0.064056	33	4	-0.7037	0.99951	0.99955	0.999995	1036	0	-0.7037
RPL3	7	0.0005233	0.0034607	0.094059	34	4	-0.85349	0.5217	0.52339	0.973328	570	0	-0.85349
RNF113A	4	0.00058478	0.0023865	0.074257	35	3	-1.0685	0.3439	0.34345	0.642071	78	0	-1.0685
GTF3C1	4	0.0005966	0.0024519	0.074257	36	4	-0.56409	0.9994	0.99944	0.999995	1035	0	-0.56409
KIF11	4	0.00062164	0.002536	0.07467	37	4	-1.0171	0.99938	0.99944	0.999995	1034	0	-1.0171
SMARCA4	4	0.00071254	0.0028535	0.08175	38	3	-0.99479	0.3439	0.34345	0.642071	238	0	-0.99479
