gene	OMM1.D28A	OMM1.D28B	OMM1.D28C	OMM1.D35A	OMM1.D35B	OMM1.D35C
ABCA3	-0.260529010969849	-0.221141038696856	-0.238859243752177	-0.265307812134525	-0.225099799909362	-0.263679121178189
ABCB1	-0.11524909750132	-0.0878577149167308	-0.061453505970996	-0.103288226748629	-0.124298015725085	-0.0263414344824925
ABCC3	-0.167978844572227	-0.269068001546256	-0.145185232798108	-0.208973973502874	-0.273493427373573	-0.141715101464107
ABCG2	-0.161330292221414	-0.073693735653154	-0.0814308785165081	-0.135801019826885	-0.103610498097547	-0.0562920942321475
ABL1	-0.0770858612342014	-0.0715692482609951	-0.0650882043443534	-0.0590079485087471	-0.0566263424589118	-0.0563102476722895
ABL2	-0.24293670260585	-0.21497595759965	-0.187936425839927	-0.255253103579528	-0.265109848728582	-0.147050247968983
ABT1	-0.79249061859853	-0.755884963244722	-0.731382490834934	-0.883835720345821	-0.905101566287749	-0.87343967639006
ABTB2	-0.203674353181861	-0.0530282743025441	-0.154460772793272	-0.232287261204333	-0.0304982975787317	-0.16294762556609
ACACA	-0.367094406819644	-0.286434521633921	-0.300584480560319	-0.431910167318614	-0.287470926385753	-0.318763854595241
ACACB	-0.09265155932606	-0.081449854541612	-0.144731365533178	-0.0761255505166672	-0.0958565528824268	-0.159843279711702
ACTL6A	-1.28515271815632	-0.916244104862811	-0.973215442858738	-1.36514357453313	-1.07906178783383	-1.08378890991227
ACTL6B	-0.115702003534104	-0.10511526757025	-0.0636839390085645	-0.171085883300788	-0.12351940601388	-0.088582830123333
ACTL7A	-0.104086142530043	-0.0635053642103831	-0.121181910865906	-0.14796701951401	-0.135281724350544	-0.148309656254946
ADAM19	-0.0988066803568461	-0.235151526050239	-0.115745167494273	-0.107670782353255	-0.254526949232094	-0.178846094202196
ADAP1	-0.194194909475332	-0.215206687546358	-0.171415685468091	-0.236940327048785	-0.249635584003899	-0.188344063126675
ADAP2	-0.128300914114933	-0.113826294768213	-0.171835611503641	-0.144234310072035	-0.107268088717501	-0.166140325633536
ADARB1	-0.105171098219335	-0.117879908206245	-0.0795928761064611	-0.101666706079237	-0.142611813736232	-0.0771931611556555
ADARB2	-0.114875872057281	-0.0334021175777253	-0.122649669009388	-0.164949864863169	-0.0479893291621672	-0.113801913253906
ADGRG7	-0.131825485148351	-0.0497534528407397	-0.124493702897117	-0.208279750749026	-0.0719388961728506	-0.152704339233073
ADM	-0.22251961613488	-0.159699423530502	-0.174235748403982	-0.212712742357786	-0.17950939597032	-0.161479846644315
ADSS	-0.268521063185901	-0.290864280744521	-0.288533604042724	-0.315259726290277	-0.350560607325584	-0.333177046116601
ADSSL1	-0.181518722561902	-0.176117530340819	-0.158262982243843	-0.228000357318326	-0.164875674610405	-0.158814999750829
AFG3L2	-0.857428575677954	-0.69403545314439	-1.02801735565216	-0.889464209902372	-0.601926674433472	-1.02774624696275
AHCYL1	-0.670434763105508	-0.590765605874254	-0.548700670258182	-0.722357879438962	-0.80420013307286	-0.6807722368988
AHCYL2	-0.206363308245305	-0.0729118977645974	-0.186095685213354	-0.294384645498762	-0.0579040558476198	-0.21377928911317
